,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
2774,2774,2601,Bayonetta,Action,M,X360,Sega,PlatinumGames,8.9,9.5,0.93,0.51,0.25,0.09,0.08,2010,1,9.1,9.166666666666666
2779,2779,317,Michael Jackson: The Experience,Misc,E10,Wii,Ubisoft,Ubisoft Montpellier,5.6,,4.37,2.64,1.33,0.01,0.39,2010,1,,5.6
2780,2780,8340,Ragnarok DS,Role-Playing,E10,DS,Xseed Games,GungHo Works,7.0,,0.22,0.1,,0.11,0.01,2010,1,,7.0
2781,2781,3406,The Sly Collection,Platform,E10,PS3,Sony Computer Entertainment,Sanzaru Games,8.7,,0.69,0.52,0.08,0.01,0.08,2010,1,,8.7
2783,2783,87,Halo: Reach,Shooter,M,X360,Microsoft Game Studios,Bungie,9.3,,9.97,7.08,2.01,0.08,0.8,2010,1,,9.3
2785,2785,8383,Tropico 3,Strategy,T,X360,Kalypso,Haemimont Games,7.7,,0.22,0.15,0.02,0.03,0.01,2010,1,,7.7
2786,2786,3898,Kane & Lynch 2: Dog Days,Shooter,M,PS3,Square Enix,IO Interactive,6.3,,0.59,0.17,0.28,0.05,0.1,2010,1,,6.3
2788,2788,2620,Dante's Inferno,Action,M,X360,Electronic Arts,Visceral Games,7.0,,0.92,0.63,0.2,0.02,0.08,2010,1,7.2,7.1
2790,2790,216,Final Fantasy XIII,Role-Playing,T,PS3,Square Enix,Square Enix,8.0,9.2,5.35,1.75,1.23,1.87,0.51,2010,1,9.0,8.733333333333333
2792,2792,12556,Blue Dragon: Awakened Shadow,Role-Playing,E10,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,,0.1,0.06,0.0,0.03,0.0,2010,1,,5.7
2797,2797,3705,NieR,Role-Playing,M,PS3,Square Enix,Cavia Inc.,6.6,,0.63,0.17,0.19,0.2,0.07,2010,1,,6.6
2798,2798,3986,Final Fantasy: The 4 Heroes of Light,Role-Playing,E10,DS,Square Enix,Matrix Software,7.2,,0.58,0.22,0.1,0.23,0.03,2010,1,,7.2
2799,2799,8113,Dynasty Warriors: Strikeforce,Action,T,X360,Tecmo Koei,Omega Force,7.3,,0.23,0.13,0.06,0.02,0.02,2010,1,,7.3
2802,2802,3378,James Bond 007: Blood Stone,Action,T,PS3,Activision,Bizarre Creations,6.2,,0.7,0.18,0.37,0.02,0.12,2010,1,,6.2
2803,2803,8861,Dante's Inferno,Action,M,PSP,Electronic Arts,Visceral Games,6.6,,0.2,0.12,0.04,0.01,0.02,2010,1,7.0,6.8
2806,2806,2548,Lost Planet 2,Shooter,T,PS3,Capcom,Capcom,6.6,,0.95,0.29,0.34,0.2,0.12,2010,1,7.5,7.05
2807,2807,2553,White Knight Chronicles: International Edition,Role-Playing,T,PS3,Sony Computer Entertainment,Level 5,6.3,7.9,0.95,0.34,0.16,0.36,0.09,2010,1,6.2,6.8
2808,2808,3138,Lost Planet 2,Shooter,T,X360,Capcom,Capcom,6.5,,0.76,0.38,0.24,0.08,0.06,2010,1,7.5,7.0
2811,2811,360,Fallout: New Vegas,Role-Playing,M,X360,Bethesda Softworks,Obsidian Entertainment,8.2,,4.08,2.67,1.03,0.04,0.34,2010,1,7.7,7.949999999999998
2812,2812,10551,Hexyz Force,Role-Playing,T,PSP,Atlus,Sting,6.7,,0.14,0.07,,0.06,0.01,2010,1,,6.7
2813,2813,8008,Hot Shots Tennis: Get a Grip,Sports,E,PSP,Sony Computer Entertainment,Clap Hanz,8.0,,0.23,0.08,0.0,0.13,0.02,2010,1,8.1,8.05
2814,2814,8023,Sands of Destruction,Role-Playing,T,DS,Sega,imageepoch Inc.,6.5,,0.23,0.09,,0.13,0.01,2010,1,,6.5
2816,2816,4053,3D Dot Game Heroes,Role-Playing,E,PS3,Atlus,Silicon Studio,7.5,,0.57,0.36,0.12,0.03,0.07,2010,1,8.2,7.85
2817,2817,8754,DanceMasters,Misc,E10,X360,Konami,GCP1,6.2,,0.2,0.15,0.02,0.02,0.01,2010,1,,6.2
2820,2820,3525,Castlevania: Lords of Shadow,Action,M,X360,Konami,Mercury Steam,7.9,,0.66,0.42,0.17,0.01,0.05,2010,1,,7.9
2827,2827,3775,Vanquish,Shooter,M,PS3,Sega,PlatinumGames,8.5,,0.61,0.21,0.22,0.11,0.08,2010,1,,8.5
2828,2828,2729,F1 2010,Racing,E,X360,Codemasters,Codemasters Birmingham,8.4,,0.88,0.18,0.59,0.01,0.1,2010,1,8.2,8.3
2833,2833,2785,Endless Ocean: Blue World,Simulation,E10,Wii,Nintendo,Arika,7.6,,0.87,0.46,0.22,0.12,0.06,2010,1,,7.6
2836,2836,7518,"What Did I Do to Deserve This, My Lord!? 2",Role-Playing,T,PSP,NIS America,Acquire,,,0.26,0.06,0.0,0.18,0.01,2010,1,8.2,8.2
2838,2838,247,FIFA Soccer 11,Sports,E,PS3,EA Sports,EA Canada,8.7,,5.08,0.61,3.28,0.06,1.12,2010,1,,8.7
2839,2839,3731,Red Steel 2,Shooter,T,Wii,Ubisoft,Ubisoft Paris,7.8,8.5,0.62,0.35,0.21,0.01,0.06,2010,1,8.0,8.1
2841,2841,244,Fable III,Role-Playing,M,X360,Microsoft Game Studios,Lionhead Studios,7.8,,5.1,3.59,1.09,0.05,0.37,2010,1,,7.8
2843,2843,3549,Fist of the North Star: Ken's Rage,Action,M,PS3,Tecmo Koei,Tecmo Koei Games,4.8,,0.66,0.06,0.03,0.55,0.01,2010,1,,4.8
2850,2850,3922,Silent Hill: Shattered Memories,Adventure,M,PS2,Konami,Climax Group,8.0,,0.59,0.13,0.22,0.01,0.23,2010,1,,8.0
2854,2854,2817,2010 FIFA World Cup South Africa,Sports,E,X360,EA Sports,EA Canada,8.4,,0.85,0.32,0.42,0.02,0.09,2010,1,,8.4
2856,2856,3920,WarioWare D.I.Y.,Misc,E,DS,Nintendo,Intelligent Systems,8.3,,0.59,0.17,0.18,0.2,0.04,2010,1,,8.3
2858,2858,8229,Last Window: The Secret of Cape West,Adventure,,DS,Nintendo,"Cing, Inc",7.3,,0.22,,0.12,0.09,0.01,2010,1,,7.3
2859,2859,3040,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,T,X360,Namco Bandai,CyberConnect2,7.6,,0.78,0.43,0.27,0.01,0.07,2010,1,,7.6
2866,2866,2826,Army of Two: The 40th Day,Shooter,M,PS3,Electronic Arts,EA Montreal,7.1,,0.85,0.44,0.27,0.01,0.13,2010,1,,7.1
2874,2874,3347,Ace Attorney Investigations: Miles Edgeworth,Adventure,T,DS,Capcom,Capcom,7.7,,0.7,0.23,0.14,0.3,0.04,2010,1,8.4,8.05
2875,2875,8145,Ys Seven,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,7.6,,0.23,0.14,,0.08,0.02,2010,1,,7.6
2878,2878,3286,Blur,Racing,E10,PS3,Activision,Bizarre Creations,8.3,,0.72,0.22,0.37,0.02,0.12,2010,1,,8.3
2879,2879,3250,Star Ocean: The Last Hope International,Role-Playing,T,PS3,Square Enix,tri-Ace,8.1,9.5,0.73,0.28,0.15,0.22,0.07,2010,1,8.2,8.6
2881,2881,4244,ModNation Racers,Racing,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.7,,0.54,0.11,0.27,0.02,0.14,2010,1,,7.7
2883,2883,9381,Trinity Universe,Role-Playing,T,PS3,NIS America,Nippon Ichi Software / Gust,6.2,,0.18,0.07,0.06,0.03,0.02,2010,1,,6.2
2884,2884,4307,Time Crisis: Razing Storm,Shooter,T,PS3,Namco Bandai,Nex Entertainment,5.8,,0.54,0.18,0.21,0.07,0.08,2010,1,,5.8
2888,2888,2368,EyePet,Simulation,E,PS3,Sony Computer Entertainment,SCEE London Studio,6.9,,1.01,0.37,0.52,0.04,0.09,2010,1,,6.9
2890,2890,458,Battlefield: Bad Company 2,Shooter,M,X360,Electronic Arts,EA Digital Illusions CE,9.0,9.3,3.48,2.11,1.01,0.04,0.33,2010,1,,9.15
2892,2892,12247,Disgaea Infinite,Adventure,T,PSP,NIS America,Nippon Ichi Software,6.8,,0.1,0.08,,0.01,0.02,2010,1,,6.8
2895,2895,3214,Resonance of Fate,Role-Playing,T,PS3,Sega,tri-Ace,7.5,8.2,0.74,0.2,0.22,0.24,0.08,2010,1,8.0,7.899999999999999
2896,2896,447,FIFA Soccer 11,Sports,E,X360,EA Sports,EA Canada,8.7,,3.52,0.71,2.39,0.02,0.4,2010,1,,8.7
2898,2898,4287,METRO 2033,Shooter,M,X360,THQ,4a-games,7.4,,0.54,0.22,0.23,0.03,0.05,2010,1,7.7,7.550000000000002
2900,2900,520,Fallout: New Vegas,Role-Playing,M,PS3,Bethesda Softworks,Obsidian Entertainment,8.2,,3.17,1.54,1.04,0.1,0.49,2010,1,,8.2
2905,2905,558,Disney Epic Mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,7.0,,3.02,2.04,0.63,0.12,0.23,2010,1,,7.0
2911,2911,9552,Trauma Team,Simulation,T,Wii,Atlus,Atlus Co.,8.1,,0.17,0.14,,0.02,0.01,2010,1,,8.1
2912,2912,545,Heavy Rain,Adventure,M,PS3,Sony Computer Entertainment,Quantic Dream,8.8,8.6,3.06,1.29,1.24,0.06,0.48,2010,1,9.1,8.833333333333334
2918,2918,9432,Naruto Shippuden: Dragon Blade Chronicles,Action,E10,Wii,Atlus,8ing/Raizing,4.3,,0.18,0.11,0.02,0.05,0.01,2010,1,,4.3
2919,2919,537,Mass Effect 2,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,9.5,8.9,3.1,1.99,0.81,0.03,0.27,2010,1,9.5,9.3
2922,2922,4278,Valkyria Chronicles II,Role-Playing,T,PSP,Sega,Sega WOW Overworks,8.1,,0.54,0.12,0.16,0.18,0.09,2010,1,,8.1
2924,2924,8928,Dead or Alive Paradise,Misc,M,PSP,Tecmo,Team Ninja,4.5,,0.2,0.08,0.02,0.07,0.02,2010,1,3.7,4.1
2925,2925,2893,Dragon Ball: Raging Blast 2,Fighting,T,PS3,Namco Bandai,Spike,6.0,,0.83,0.43,0.19,0.11,0.1,2010,1,,6.0
2927,2927,4311,Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,T,Wii,Capcom,Eighting,8.3,,0.54,0.3,0.16,0.03,0.05,2010,1,,8.3
2929,2929,4124,Tetris Party Deluxe,Puzzle,E,Wii,Majesco,"Tetris Online, Inc",7.3,,0.56,0.33,0.16,0.02,0.05,2010,1,,7.3
2931,2931,393,Sports Champions,Sports,E10,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,,3.88,2.15,1.13,0.1,0.5,2010,1,,7.6
2932,2932,59,Call of Duty: Black Ops,Shooter,M,PS3,Activision,Treyarch,8.7,,12.67,6.01,4.4,0.48,1.78,2010,1,,8.7
2934,2934,8707,Kung Fu Rider,Action,E10,PS3,Sony Computer Entertainment,SCE Japan Studio,4.3,,0.2,0.06,0.1,0.01,0.04,2010,1,,4.3
2937,2937,41,Call of Duty: Black Ops,Shooter,M,X360,Activision,Treyarch,8.8,,14.74,9.76,3.73,0.11,1.14,2010,1,,8.8
2941,2941,8992,Shiren the Wanderer,Role-Playing,T,Wii,Atlus,ChunSoft,7.4,,0.19,0.08,,0.11,0.01,2010,1,,7.4
2943,2943,7812,Lunar: Silver Star Harmony,Role-Playing,T,PSP,Xseed Games,Game Arts,7.9,,0.24,0.19,,0.03,0.02,2010,1,7.6,7.75
2944,2944,8840,Record of Agarest War,Role-Playing,T,X360,Aksys Games,Compile Heart,7.0,,0.2,0.18,,0.01,0.01,2010,1,,7.0
2945,2945,8751,Infinite Space,Role-Playing,T,DS,Sega,PlatinumGames / Nude Maker,7.2,,0.2,0.06,0.05,0.07,0.01,2010,1,,7.2
2946,2946,4158,Enslaved: Odyssey to the West,Action,T,PS3,Namco Bandai,Ninja Theory,7.9,,0.56,0.24,0.23,0.01,0.08,2010,1,,7.9
2952,2952,441,Assassin's Creed: Brotherhood,Action,M,X360,Ubisoft,Ubisoft Montreal,9.1,,3.53,2.87,0.39,0.03,0.25,2010,1,,9.1
2954,2954,2964,Golden Sun: Dark Dawn,Role-Playing,E10,DS,Nintendo,Camelot Software Planning,8.0,,0.81,0.53,0.1,0.13,0.05,2010,1,,8.0
2957,2957,3626,Dragon Ball: Raging Blast 2,Fighting,T,X360,Namco Bandai,Spike,6.0,,0.64,0.49,0.09,0.01,0.05,2010,1,,6.0
2958,2958,3617,Shin Megami Tensei: Persona 3 Portable,Role-Playing,M,PSP,Atlus,Atlus Co.,8.9,,0.64,0.18,0.07,0.34,0.05,2010,1,,8.9
2962,2962,11880,BlazBlue: Calamity Trigger Portable,Fighting,T,PSP,Aksys Games,Arc System Works,7.9,8.4,0.11,0.07,0.01,0.03,0.01,2010,1,,8.15
2963,2963,7980,Singularity,Shooter,M,PS3,Activision,Raven Software,7.8,,0.24,0.17,0.03,0.01,0.03,2010,1,,7.8
2965,2965,3621,Sengoku Basara: Samurai Heroes,Action,T,PS3,Capcom,Capcom,6.1,,0.64,0.17,0.04,0.4,0.02,2010,1,,6.1
2966,2966,9063,Arc Rise Fantasia,Role-Playing,T,Wii,Ignition Entertainment,imageepoch Inc.,6.3,,0.19,0.12,,0.06,0.01,2010,1,,6.3
2970,2970,155,Red Dead Redemption,Action,M,PS3,Rockstar Games,Rockstar San Diego,9.5,,6.57,2.82,2.58,0.17,1.0,2011,1,9.1,9.3
2972,2972,6398,Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,T,PSP,Atlus,Atlus Co.,7.0,,0.32,0.14,0.04,0.11,0.04,2011,1,,7.0
2978,2978,147,Uncharted 3: Drake's Deception,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.3,6.3,6.84,2.77,2.81,0.19,1.06,2011,1,,7.800000000000002
2980,2980,153,FIFA Soccer 12,Sports,E,PS3,EA Sports,EA Canada,9.2,,6.65,0.84,4.33,0.11,1.37,2011,1,,9.2
2981,2981,138,Battlefield 3,Shooter,M,PS3,Electronic Arts,Dice,8.5,,7.21,2.86,2.94,0.35,1.07,2011,1,,8.5
2986,2986,8789,Earth Defense Force: Insect Armageddon,Shooter,T,PS3,D3 Publisher,Vicious Cycle,6.6,,0.2,0.06,0.04,0.08,0.02,2011,1,,6.6
2987,2987,1236,Portal 2,Shooter,E10,PS3,Valve,Valve Software,9.6,,1.71,0.83,0.62,0.02,0.24,2011,1,,9.6
2990,2990,51,Call of Duty: Modern Warfare 3,Shooter,M,PS3,Activision,Infinity Ward,8.8,,13.35,5.54,5.78,0.49,1.54,2011,1,,8.8
2991,2991,8944,Pac-Man & Galaga Dimensions,Action,E10,3DS,Namco Bandai,Namco Bandai Games,5.7,,0.19,0.1,0.04,0.04,0.01,2011,1,,5.7
2992,2992,12249,Phantom Brave: The Hermuda Triangle,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,7.2,,0.1,0.06,,0.03,0.01,2011,1,,7.2
2995,2995,40,Call of Duty: Modern Warfare 3,Shooter,M,X360,Activision,Infinity Ward,8.7,,14.82,9.07,4.29,0.13,1.33,2011,1,,8.7
2999,2999,9473,Dynasty Warriors: Gundam 3,Action,T,X360,Tecmo Koei,Omega Force,6.5,,0.18,0.11,0.03,0.02,0.01,2011,1,,6.5
3003,3003,9419,Otomedius Excellent,Shooter,T,X360,Konami,Konami,7.0,,0.18,0.13,,0.04,0.01,2011,1,,7.0
3004,3004,5912,Tekken Hybrid,Fighting,T,PS3,Namco,Namco Bandai Games,4.0,,0.36,0.21,0.07,0.04,0.04,2011,1,,4.0
3005,3005,5999,Harvest Moon: The Tale of Two Towns,Simulation,E,3DS,Natsume,Marvelous Interactive,6.3,,0.36,0.28,0.0,0.05,0.02,2011,1,,6.3
3019,3019,1103,inFAMOUS 2,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,1.87,1.05,0.48,0.08,0.26,2011,1,,8.1
3023,3023,104,The Elder Scrolls V: Skyrim,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.3,,8.88,5.1,2.83,0.1,0.85,2011,1,,9.3
3025,3025,135,Battlefield 3,Shooter,M,X360,Electronic Arts,Dice,8.5,,7.35,4.47,2.12,0.06,0.69,2011,1,,8.5
3026,3026,9202,Shadows of the Damned,Action,M,X360,Electronic Arts,Grasshopper Manufacture,7.6,,0.19,0.1,0.06,0.01,0.02,2011,1,,7.6
3028,3028,9187,Earth Defense Force: Insect Armageddon,Shooter,T,X360,D3 Publisher,Vicious Cycle,6.7,,0.19,0.1,0.04,0.03,0.01,2011,1,,6.7
3039,3039,6192,Lord of Arcana,Role-Playing,M,PSP,Square Enix,Square Enix,4.7,,0.34,0.08,0.05,0.17,0.04,2011,1,,4.7
3043,3043,7976,Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,M,PS3,NIS America,Gust,7.0,,0.24,0.08,0.01,0.13,0.01,2011,1,,7.0
3045,3045,686,NBA 2K12,Sports,E,X360,2K Sports,Visual Concepts,9.1,,2.64,2.32,0.14,0.01,0.17,2011,1,,9.1
3049,3049,7830,Virtua Tennis 4,Sports,E,X360,Sega,Sega-AM2,6.5,,0.24,0.12,0.09,0.01,0.02,2011,1,,6.5
3056,3056,7106,Patapon 3,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,,0.28,0.05,0.04,0.17,0.02,2011,1,,7.4
3060,3060,8137,Rune Factory: Tides of Destiny,Simulation,E10,PS3,Natsume,Neverland Company,6.5,,0.23,0.14,,0.07,0.02,2011,1,,6.5
3066,3066,745,Saints Row: The Third,Action,M,PS3,THQ,Volition Inc.,8.3,,2.48,0.86,1.06,0.18,0.37,2011,1,,8.3
3074,3074,7050,El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,Ignition Entertainment,8.0,,0.28,0.11,0.07,0.08,0.03,2011,1,,8.0
3081,3081,7232,Shadows of the Damned,Action,M,PS3,Electronic Arts,Grasshopper Manufacture,7.9,,0.27,0.11,0.09,0.04,0.03,2011,1,,7.9
3086,3086,509,L.A. Noire,Adventure,M,PS3,Rockstar Games,Team Bondi,9.1,,3.21,1.29,1.31,0.12,0.49,2011,1,,9.1
3091,3091,7598,Hunted: The Demon's Forge,Role-Playing,M,PS3,Bethesda Softworks,InXile Entertainment,6.1,,0.25,0.12,0.09,0.02,0.03,2011,1,,6.1
3092,3092,468,LittleBigPlanet 2,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,9.1,,3.43,1.83,1.07,0.06,0.47,2011,1,,9.1
3093,3093,631,Killzone 3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,2.81,1.46,0.87,0.09,0.38,2011,1,,8.2
3097,3097,646,Saints Row: The Third,Action,M,X360,THQ,Volition Inc.,8.3,,2.77,1.26,1.14,0.07,0.3,2011,1,,8.3
3099,3099,7051,Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,Codemasters,7.0,,0.28,0.1,0.14,0.01,0.03,2011,1,,7.0
3101,3101,653,L.A. Noire,Adventure,M,X360,Rockstar Games,Team Bondi,9.1,,2.73,1.55,0.92,0.02,0.24,2011,1,,9.1
3105,3105,7631,Ace Combat: Assault Horizon Legacy,Simulation,T,3DS,Namco Bandai,Namco Bandai Games,7.0,,0.25,0.1,0.06,0.08,0.01,2011,1,,7.0
3106,3106,1019,The Legend of Zelda: Ocarina of Time 3D,Adventure,E10,3DS,Nintendo,GREZZO,9.3,,2.0,1.42,0.01,0.56,,2011,1,,9.3
3107,3107,342,FIFA Soccer 12,Sports,E,X360,EA Sports,EA Canada,9.2,,4.18,0.85,2.79,0.02,0.52,2011,1,,9.2
3108,3108,770,Kinect: Disneyland Adventures,Action-Adventure,E10,X360,Microsoft Studios,Frontier Developments,8.5,,2.41,1.73,0.43,0.02,0.23,2011,1,6.8,7.65
3110,3110,6553,Catherine,Puzzle,M,X360,Atlus,Atlus,7.9,,0.31,0.2,0.06,0.03,0.02,2011,1,,7.9
3113,3113,953,Portal 2,Shooter,E10,X360,Valve,Valve Software,9.6,,2.08,1.41,0.49,0.01,0.17,2011,1,,9.6
3117,3117,12590,The Legend of Heroes: Trails in the Sky,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,8.1,,0.1,0.06,0.0,0.03,,2011,1,,8.1
3119,3119,979,Dark Souls,Role-Playing,M,PS3,Namco Bandai,From Software,9.0,,2.05,0.75,0.53,0.54,0.22,2011,1,,9.0
3120,3120,203,Batman: Arkham City,Action,T,PS3,Warner Bros. Interactive,Rocksteady Studios,9.6,,5.54,2.72,1.89,0.11,0.82,2011,1,,9.6
3124,3124,6384,Dead Rising 2: Off the Record,Action,M,PS3,Capcom,Blue Castle Games,7.1,,0.32,0.11,0.08,0.1,0.03,2011,1,,7.1
3125,3125,988,Dance Central 2,Music,T,X360,Microsoft,Harmonix Music Systems,8.6,,2.04,1.45,0.41,0.01,0.16,2011,1,,8.6
3127,3127,6406,Operation Flashpoint: Red River,Shooter,M,PS3,Codemasters,Codemasters,6.8,,0.32,0.06,0.14,0.07,0.05,2011,1,,6.8
3128,3128,11992,BlazBlue: Continuum Shift II,Fighting,T,3DS,Aksys Games,Arc System Works,6.0,,0.11,0.05,0.02,0.04,0.01,2011,1,,6.0
3130,3130,8874,Solatorobo: Red the Hunter,Role-Playing,E10,DS,Xseed Games,CyberConnect2,7.6,,0.2,0.08,0.04,0.07,0.01,2011,1,,7.6
3134,3134,8902,No More Heroes: Heroes' Paradise,Action,M,PS3,Konami,FeelPlus,7.4,,0.2,0.1,0.04,0.04,0.02,2011,1,,7.4
3135,3135,1003,Need for Speed: The Run,Racing,T,PS3,Electronic Arts,EA Black Box,6.3,,2.01,0.58,1.05,0.03,0.35,2011,1,,6.3
3136,3136,161,The Elder Scrolls V: Skyrim,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,9.0,,6.49,2.57,2.68,0.25,0.99,2011,1,,9.0
3138,3138,926,NBA 2K12,Sports,E,PS3,2K Sports,Visual Concepts,9.0,,2.13,1.62,0.27,0.05,0.18,2011,1,,9.0
3139,3139,6539,Bust-A-Move Universe,Puzzle,E,3DS,Square Enix,Arika,5.6,,0.31,0.08,0.15,0.06,0.02,2011,1,,5.6
3142,3142,335,Assassin's Creed: Revelations,Action,M,PS3,Ubisoft,Ubisoft Montreal,8.8,,4.23,1.41,2.03,0.1,0.69,2011,1,,8.8
3143,3143,775,Halo: Combat Evolved Anniversary,Shooter,M,X360,Microsoft Studios,343 Industries,8.0,,2.41,1.44,0.71,0.04,0.22,2011,1,,8.0
3149,3149,9678,The Cursed Crusade,Action,M,PS3,Atlus,Kylotonn Entertainment,4.0,,0.17,0.07,0.07,0.01,0.02,2011,1,,4.0
3151,3151,817,Kinect Sports: Season Two,Sports,E10,X360,Microsoft Studios,Rare Ltd.,6.6,,2.33,1.38,0.72,0.02,0.21,2011,1,,6.6
3156,3156,337,Assassin's Creed: Revelations,Action,M,X360,Ubisoft,Ubisoft Montreal,7.9,,4.22,2.28,1.47,0.04,0.44,2011,1,,7.9
3158,3158,838,Dead Island,Action,M,PS3,Deep Silver,Techland,6.7,,2.29,1.08,0.74,0.15,0.32,2011,1,,6.7
3159,3159,6675,The King of Fighters XIII,Fighting,T,PS3,Atlus,SNK Playmore Corporation,7.8,,0.3,0.17,0.07,0.04,0.03,2011,1,,7.8
3162,3162,6687,Tom Clancy's Splinter Cell 3D,Action,T,3DS,Ubisoft,Gameloft,8.0,,0.3,0.14,0.07,0.07,0.02,2011,1,,8.0
3164,3164,6789,Radiant Historia,Role-Playing,E10,DS,Atlus,Atlus Co.,8.5,,0.3,0.19,,0.09,0.02,2011,1,,8.5
3165,3165,279,Batman: Arkham City,Action,T,X360,Warner Bros. Interactive,Rocksteady Studios,9.5,,4.75,2.99,1.28,0.04,0.44,2011,1,,9.5
3168,3168,894,Pro Evolution Soccer 2012,Sports,E,PS3,Konami,Konami,7.5,,2.19,0.34,0.97,0.55,0.32,2011,1,,7.5
3171,3171,11942,"Prinny 2: Dawn of Operation Panties, Dood!",Platform,T,PSP,NIS America,Nippon Ichi Software,6.3,,0.11,0.06,,0.03,0.01,2011,1,,6.3
3172,3172,290,Forza Motorsport 4,Racing,E,X360,Microsoft Studios,Turn 10 Studio,9.1,,4.6,2.08,1.98,0.06,0.49,2011,1,,9.1
3173,3173,3292,F1 2011,Racing,E,X360,Codemasters,Codemasters Birmingham,8.5,,0.72,0.11,0.5,0.01,0.09,2011,1,8.2,8.35
3176,3176,4593,Ridge Racer 3D,Racing,E,3DS,Namco Bandai,Namco Bandai Games,7.4,,0.5,0.19,0.16,0.12,0.03,2011,1,,7.4
3177,3177,4598,Alice: Madness Returns,Adventure,M,X360,Electronic Arts,Spicy Horse,6.9,,0.5,0.27,0.15,0.04,0.04,2011,1,,6.9
3178,3178,4599,Super Monkey Ball 3D,Action,E,3DS,Sega,Sega,5.7,,0.5,0.26,0.15,0.05,0.04,2011,1,,5.7
3179,3179,4608,Steel Diver,Action,E10,3DS,Nintendo,Nintendo EAD,5.6,,0.5,0.31,0.1,0.05,0.04,2011,1,,5.6
3186,3186,4637,Asphalt 3D,Racing,E10,3DS,Ubisoft,Konami,4.0,,0.49,0.27,0.16,0.02,0.04,2011,1,,4.0
3188,3188,4615,Resident Evil: The Mercenaries 3D,Shooter,M,3DS,Capcom,Capcom,6.3,,0.49,0.16,0.17,0.13,0.03,2011,1,,6.3
3192,3192,4632,Ace Combat: Assault Horizon,Action,T,X360,Namco Bandai,Project ACES,7.0,,0.49,0.3,0.12,0.03,0.04,2011,1,,7.0
3193,3193,4488,Bleach: Soul Resurreccion,Fighting,T,PS3,NIS America,Eighting,6.7,,0.51,0.27,0.11,0.07,0.06,2011,1,,6.7
3194,3194,2113,Dragon Age II,Role-Playing,M,X360,Electronic Arts,BioWare Corp.,8.0,,1.12,0.72,0.29,0.01,0.09,2011,1,,8.0
3195,3195,2219,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,T,X360,Capcom,Capcom,8.4,,1.07,0.79,0.18,0.03,0.08,2011,1,,8.4
3198,3198,4290,Tactics Ogre: Let Us Cling Together,Role-Playing,T,PSP,Square Enix,Square Enix,9.0,,0.54,0.15,0.07,0.27,0.05,2011,1,,9.0
3199,3199,4292,Two Worlds II,Role-Playing,M,X360,SouthPeak Interactive,Reality Pump,6.5,,0.54,0.4,0.07,0.03,0.04,2011,1,,6.5
3201,3201,2351,Bulletstorm,Shooter,M,X360,Electronic Arts,People Can Fly,8.5,,1.02,0.61,0.32,0.01,0.08,2011,1,,8.5
3202,3202,4245,Dynasty Warriors: Gundam 3,Action,T,PS3,Tecmo Koei,Omega Force,6.5,,0.54,0.11,0.05,0.36,0.02,2011,1,,6.5
3203,3203,11253,Record of Agarest War Zero,Strategy,T,PS3,Aksys Games,Compile Heart,6.2,,0.13,0.09,,0.03,0.01,2011,1,,6.2
3204,3204,4275,Dragon Ball Z: Ultimate Tenkaichi,Fighting,T,X360,Namco Bandai,Spike,6.0,,0.54,0.39,0.1,0.01,0.05,2011,1,,6.0
3205,3205,4256,Bulletstorm,Shooter,M,PS3,Electronic Arts,People Can Fly,8.4,,0.54,0.24,0.2,0.01,0.09,2011,1,,8.4
3207,3207,2319,Brink,Shooter,T,X360,Bethesda Softworks,Splash Damage,6.8,,1.04,0.59,0.35,0.01,0.09,2011,1,,6.8
3208,3208,4344,Inazuma Eleven,Role-Playing,,DS,Nintendo,Level 5,6.8,,0.53,,0.13,0.38,0.02,2011,1,,6.8
